start_f0,end_f0,mean_f0,max_f0,min_f0,slope,TCoG,filename,cluster_label
-1.3949304522570714,-0.6279183218227659,-1.167246374039849,-1.1517625768904003,-0.9621200307863776,0.3600896491194508,-0.9548374442849648,SDRW2200000337.1.1.18_F,0
-1.419867901830606,-0.6164996338841435,-1.1715773648269567,-1.1394616550454444,-0.9929023091646844,0.2814999557797006,-1.6374341576002152,SDRW2200000337.1.1.232_F,0
-1.5307010110463175,-0.7427485075717262,-1.319650428224011,-1.2754648050213624,-1.1297124352904957,0.2998833162352508,-2.042123397598484,SDRW2200000337.1.1.141_F,0
1.9023545469103411,-0.6353163449942676,0.4988974871409211,1.034336463104676,-0.5015259394961481,-1.5139284921047451,-0.0693899042796563,SDRW2200000337.1.1.49_F,0
-1.4159425625458832,-0.7860108604659424,-1.2929621606710244,-1.3220697060959128,-0.9880569505310624,0.1743939982950862,-1.1362435147959011,SDRW2200000337.1.1.235_F,0
-1.088984890359535,-0.4550297368365857,-0.886317241903145,-0.9655162250125506,-0.5844670784599207,0.3886135486041429,-0.3952489568641161,SDRW2200000337.1.1.34_F,0
0.0447454559928462,-0.8609560517250683,-0.6070268630372381,-0.3594792586230451,-0.9014105373180492,-0.734337510881788,-0.9674926115580512,SDRW2200000337.1.1.109_F,0
-0.3445558401273401,0.1821652154566661,-0.0451685987638296,-0.2790901355799549,0.334440935351775,0.501624032356629,-1.6873645448413026,SDRW2200000337.1.1.146_F,0
-1.020868708654045,-0.4448976616234422,-0.8444119796927527,-0.9546013225304067,-0.5003858551117658,0.5380151062248407,0.9917343668711356,SDRW2200000337.1.1.138_F,0
-1.1725715268930506,-0.8323289185831706,-1.2551927995726455,-1.2728660187160905,-0.958699777633232,0.0163586307406914,-0.4177291358201265,SDRW2200000337.1.1.47_F,0
-0.1910058034014065,-0.6928922644594324,-0.6042175717158709,-0.5363699798019145,-0.6035634918983148,-0.6066091021837976,2.0340599622726336,SDRW2200000337.1.1.29_F,0
-1.2436894386397983,-0.4646793322776748,-0.9717665195947252,-0.9759113702336396,-0.7754312128438646,0.5368607968250216,1.5041075756658502,SDRW2200000337.1.1.253_F,0
-0.5008767045836666,-0.5368904714951585,-0.6477615871970603,-0.7688747279136118,-0.3270930286857392,-0.2660518880586592,-0.4117697025042546,SDRW2200000337.1.1.124_F,0
-0.3600262949553662,-0.0196721558527815,-0.1563111866654132,0.0824876656936007,-0.4248552646464743,0.1858604144834016,1.6034851528521432,SDRW2200000337.1.1.107_F,0
-1.292178923921672,-0.506976725627782,-1.0271329693866675,-1.021476756786081,-0.8352856430239066,0.500620650359017,1.5753216533207657,SDRW2200000337.1.1.62_F,0
0.860985124904387,3.0352289342053496,2.6425038191490318,2.7944078014554425,1.8225360780660629,1.5646245829525398,0.9565530018519554,SDRW2200000337.1.1.89_F,1
-1.034491944995143,1.6556584393109752,0.6775215936578421,1.308248539680379,-0.5172020997813968,1.6138607041420705,0.3895554892275905,SDRW2200000337.1.1.59_F,1
-0.5590640869219146,-0.6718239810797212,-0.7754672885142034,-0.8125343378421864,-0.5662257283098122,-0.2573683724733425,-0.5572581073546671,SDRW2200000337.1.1.102_F,0
-0.3741113359181965,-0.9342929770773452,-0.8727390005165373,-0.6737591491406446,-1.0313801571375687,-0.5843707888983988,0.1004194311301238,SDRW2200000337.1.1.77_F,0
1.903970863086404,-0.7963037622697711,0.3825460049143021,1.0355492300471365,-0.7868320566876823,-1.191709270733885,-0.1344374640633216,SDRW2200000337.1.1.269_F,0
-0.7583327811993289,-1.102356764342981,-1.189837758415842,-0.9620511766055204,-1.3292272025573029,-0.4095806727765401,0.5091353152607377,SDRW2200000337.1.1.33_F,0
0.4571369831996385,-0.0814295666757515,0.1693910259055787,-0.0500504358752876,0.4800867154565448,-0.2198096903436482,-0.385055794860521,SDRW2200000337.1.1.61_F,0
-1.1679534806757288,-0.5655176046370562,-1.0067656073067566,-1.084540637794023,-0.6819442933245606,0.2036904247293208,-1.255294124743083,SDRW2200000337.1.1.193_F,0
0.0613704223752029,-0.8180153520122214,-0.5673456231229287,-0.3470050843577379,-0.8253099046605664,-1.0198828236795068,0.7719946442202682,SDRW2200000337.1.1.32_F,0
2.0750694754381587,-0.2533531921178232,0.8644565203338077,1.1639292735275897,0.1753991637305196,-1.427624619485434,-0.8981192855064947,SDRW2200000337.1.1.52_F,0
1.041319829690784,-0.3062651404531284,0.3018959332300568,0.3882781876139772,0.0816272231151204,-0.4740168050135847,-1.1389586234108542,SDRW2200000337.1.1.285_F,0
1.8598685217109856,-0.4058168000870311,0.6443953668267226,1.0024580177600029,-0.0948008353679562,-1.7499332700682892,-0.3451114850676512,SDRW2200000337.1.1.202_F,0
-1.2824810268652975,-0.2911474409287555,-0.8651305031878351,-0.7889720086743843,-0.8233147569878986,0.8771774164674622,-0.1537883652936232,SDRW2200000337.1.1.160_F,0
-0.9686847863983148,-0.8821851616954642,-1.136227115699755,-1.1198841315457264,-0.9390333220026468,-0.0710855897101273,-0.9929179930794344,SDRW2200000337.1.1.130_F,0
-0.2842903369912967,-1.07228219188492,-0.9276372350882516,-0.6063639576239156,-1.2759282575874558,-0.7129874947025865,0.0179307499046411,SDRW2200000337.1.1.129_F,0
1.2821509399240896,-0.3189704411172289,0.4147358013049662,0.568980462040579,0.059110556523581,-1.3034903292696178,0.2956541480612877,SDRW2200000337.1.1.37_F,0
0.943417249883572,3.8496547894332727,3.2770524963628125,3.671758058115379,1.9242886093721343,2.743098161721645,0.9600734392933772,SDRW2200000337.1.1.72_F,1
-0.3055333495909751,-0.6054025991268911,-0.5985989890731366,-0.6223031802962528,-0.448512015622396,-0.5713191460912265,0.0737975610665583,SDRW2200000337.1.1.30_F,0
-0.1508288013107116,-0.523702691059003,-0.4607096067160379,-0.5062240586607559,-0.3037212988059126,-0.3944736580806108,0.2060325543727923,SDRW2200000337.1.1.56_F,0
-1.0093235931107418,-1.4019767027887982,-1.5351464833338742,-1.1503765575275882,-1.8602215045831056,-0.4830540745188114,-0.3409697939600955,SDRW2200000337.1.1.66_F,0
1.9838630626460616,0.5456333104043564,1.3997435708592851,1.0954945674887508,1.5913839691326612,-0.7920769158054392,0.8695314698032034,SDRW2200000337.1.1.133_F,1
1.148227599621772,2.180113951534169,2.1657436711520326,1.8732246824465812,2.1771023216087886,1.4384530008154528,1.7585454660400175,SDRW2200000337.1.1.123_F,1
-0.9797680973198856,-0.7602786059563714,-1.0531189141093131,-1.1282002477225976,-0.7229873311623037,0.0046787046044578,0.1833683002564464,SDRW2200000337.1.1.46_F,0
1.5781677024543852,-0.7408185884835082,0.257766648723583,0.7910900649311865,-0.6884997785347554,-1.5318922779965178,0.6055446804866159,SDRW2200000337.1.1.287_F,0
-1.0150961508823937,-0.1304816768346214,-0.6126454456799724,-0.6158928407432476,-0.4932603277093798,1.4663573252200215,-0.1668577016774657,SDRW2200000337.1.1.227_F,0
2.368315410238061,-0.4588895750130215,0.8635200898933515,1.383959847373979,-0.1888577970794514,-3.1566581935983486,2.355961398909874,SDRW2200000337.1.1.294_F,0
-1.1196948977047212,-0.453903950701792,-0.901066021340322,-0.9643034580700904,-0.6223748842406137,0.3892562019725383,-1.1451481506771453,SDRW2200000337.1.1.268_F,0
3.280610440469885,2.013015123812642,3.4433469354137327,2.5873711591354147,4.191916449907446,-0.1082227462491754,0.8156204572198538,SDRW2200000337.1.1.125_F,1
0.8404348192373068,0.7883206357477478,0.996727320048172,0.3738982367248035,1.7971692005135682,0.1676427787643836,-1.3303967901600915,SDRW2200000337.1.1.250_F,1
-0.6749770469766796,-0.7935697102281288,-0.9228380290809166,-0.8995070528586336,-0.7819866980540594,-0.229014666988957,0.5144965043055184,SDRW2200000337.1.1.273_F,0
1.3220970397039191,2.7138974060170824,2.6423867653439745,2.4482494655931704,2.3917232069686545,1.316146621379793,1.4104363284499677,SDRW2200000337.1.1.80_F,1
-0.4235244304435341,0.7079073404053384,0.2974478886378924,0.2872720265490595,0.2369637204871352,0.8985116138448179,-0.2799258689137341,SDRW2200000337.1.1.238_F,0
0.246323173378921,-0.7544888486917183,-0.427349272274804,-0.2082298956561962,-0.7127265717028684,-0.8508735567212913,0.6770578802770768,SDRW2200000337.1.1.19_F,0
-1.172340624582184,-0.4772238063510906,-0.944727090626568,-0.9894250590210558,-0.6873596941503739,0.3529802967657415,0.750112709535349,SDRW2200000337.1.1.207_F,0
